S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2134,16/01/2021,Assam,216777,2963,212748,1066
2135,17/01/2021,Assam,216809,2930,212809,1070
2136,18/01/2021,Assam,216831,2919,212839,1073
2137,19/01/2021,Assam,216864,2811,212978,1075
2138,20/01/2021,Assam,216887,2728,213084,1075
2139,21/01/2021,Assam,216919,2663,213179,1077
2140,22/01/2021,Assam,216940,2568,213295,1077
2141,23/01/2021,Assam,216957,2482,213398,1077
2142,24/01/2021,Assam,216976,2407,213492,1077
2143,25/01/2021,Assam,216992,2323,213591,1078
2144,27/01/2021,Assam,217025,2183,213763,1079
2145,28/01/2021,Assam,217042,2104,213857,1081
2146,29/01/2021,Assam,217071,2038,213952,1081
2147,30/01/2021,Assam,217091,1956,214054,1081
2148,31/01/2021,Assam,217120,1914,214124,1082
2149,01/02/2021,Assam,217141,1881,214178,1082
2150,02/02/2021,Assam,217154,1823,214248,1083
2151,03/02/2021,Assam,217161,1793,214285,1083
2152,04/02/2021,Assam,217175,1748,214344,1083
2153,05/02/2021,Assam,217186,1728,214374,1084
2154,06/02/2021,Assam,217193,1706,214403,1084
2155,07/02/2021,Assam,217202,1695,214423,1084
2156,08/02/2021,Assam,217210,1679,214447,1084
2157,09/02/2021,Assam,217229,1671,214473,1085
2158,10/02/2021,Assam,217256,1680,214490,1086
2159,11/02/2021,Assam,217267,1674,214507,1086
2160,12/02/2021,Assam,217277,1661,214530,1086
2161,13/02/2021,Assam,217285,1657,214542,1086
2162,14/02/2021,Assam,217288,1631,214570,1087
2163,15/02/2021,Assam,217293,1621,214585,1087
2164,16/02/2021,Assam,217304,1614,214601,1089
2165,17/02/2021,Assam,217309,1605,214615,1089
2166,18/02/2021,Assam,217330,1612,214628,1090
2167,19/02/2021,Assam,217344,1614,214639,1091
2168,20/02/2021,Assam,217367,1618,214658,1091
2169,21/02/2021,Assam,217383,1616,214676,1091
2170,22/02/2021,Assam,217392,1607,214694,1091
2171,23/02/2021,Assam,217406,1603,214712,1091
2172,24/02/2021,Assam,217427,1604,214732,1091
2173,25/02/2021,Assam,217454,1606,214757,1091
2174,26/02/2021,Assam,217484,1623,214770,1091
2175,27/02/2021,Assam,217518,1634,214792,1092
2176,01/03/2021,Assam,217537,1615,214830,1092
2177,02/03/2021,Assam,217570,1631,214846,1093
2178,03/03/2021,Assam,217585,1632,214860,1093
2179,04/03/2021,Assam,217593,1621,214879,1093
2180,06/03/2021,Assam,217642,1635,214914,1093
2181,07/03/2021,Assam,217649,1625,214930,1094
2182,08/03/2021,Assam,217668,1627,214947,1094
2183,09/03/2021,Assam,217682,1624,214964,1094
2184,10/03/2021,Assam,217704,1629,214979,1096
2185,11/03/2021,Assam,217726,1633,214997,1096
2186,13/03/2021,Assam,217766,1628,215041,1097
2187,14/03/2021,Assam,217780,1619,215063,1098
2188,15/03/2021,Assam,217797,1619,215080,1098
2189,16/03/2021,Assam,217817,1612,215106,1099
2190,17/03/2021,Assam,217839,1613,215127,1099
2191,18/03/2021,Assam,217872,1627,215146,1099
2192,19/03/2021,Assam,217905,1645,215160,1100
2193,20/03/2021,Assam,217924,1641,215183,1100
2194,21/03/2021,Assam,217951,1650,215201,1100
2195,22/03/2021,Assam,217976,1663,215213,1100
2196,23/03/2021,Assam,218006,1670,215235,1101
2197,24/03/2021,Assam,218058,1694,215262,1102
2198,25/03/2021,Assam,218099,1719,215277,1103
2199,27/03/2021,Assam,218176,1747,215325,1104
2200,28/03/2021,Assam,218222,1770,215348,1104
2201,29/03/2021,Assam,218270,1800,215366,1104
2202,30/03/2021,Assam,218310,1816,215390,1104
2203,31/03/2021,Assam,218363,1846,215413,1104
2204,01/04/2021,Assam,218412,1862,215445,1105
2205,02/04/2021,Assam,218470,1884,215479,1107
2206,03/04/2021,Assam,218533,1909,215517,1107
2207,04/04/2021,Assam,218601,1945,215549,1107
2208,05/04/2021,Assam,218670,1964,215597,1109
2209,06/04/2021,Assam,218740,1974,215657,1109
2210,07/04/2021,Assam,218832,2030,215691,1111
2211,08/04/2021,Assam,219027,2194,215722,1111
2212,09/04/2021,Assam,219272,2370,215790,1112
2213,10/04/2021,Assam,219553,2610,215828,1115
2214,11/04/2021,Assam,219958,2934,215907,1117
2215,12/04/2021,Assam,220310,3249,215943,1118
2216,13/04/2021,Assam,220893,3734,216041,1118
2217,14/04/2021,Assam,221483,4271,216093,1119
2218,15/04/2021,Assam,221868,4547,216199,1122
2219,16/04/2021,Assam,222367,4960,216284,1123
2220,17/04/2021,Assam,222940,5416,216397,1127
2221,18/04/2021,Assam,223816,6141,216546,1129
2222,19/04/2021,Assam,224455,6615,216705,1135
2223,20/04/2021,Assam,225822,7663,217017,1142
2224,21/04/2021,Assam,227473,9032,217296,1145
2225,22/04/2021,Assam,229138,10395,217593,1150
2226,23/04/2021,Assam,231069,11918,217991,1160
2227,24/04/2021,Assam,233453,13942,218339,1172
2228,25/04/2021,Assam,235689,15545,218958,1186
2229,26/04/2021,Assam,237533,16817,219516,1200
2230,27/04/2021,Assam,240670,19111,220344,1215
2231,28/04/2021,Assam,243802,21270,221299,1233
2232,29/04/2021,Assam,246847,23195,222397,1255
2233,30/04/2021,Assam,249926,24451,224194,1281
2234,01/05/2021,Assam,253123,25173,226643,1307
2235,02/05/2021,Assam,256576,26374,228872,1330
2236,03/05/2021,Assam,258961,25898,231703,1360
2237,04/05/2021,Assam,263450,27824,234237,1389
2238,05/05/2021,Assam,267925,29407,237088,1430
2239,06/05/2021,Assam,272751,31262,240004,1485
2240,07/05/2021,Assam,277687,33176,242980,1531
2241,08/05/2021,Assam,283313,35493,246242,1578
2242,09/05/2021,Assam,289069,38146,249295,1628
2243,10/05/2021,Assam,292368,37352,253340,1676
2244,11/05/2021,Assam,298171,38847,257571,1753
2245,12/05/2021,Assam,304429,40611,261980,1838
2246,13/05/2021,Assam,310086,42317,265860,1909
2247,14/05/2021,Assam,310086,42317,265860,1909
2248,15/05/2021,Assam,315554,43491,270079,1984
2249,16/05/2021,Assam,324979,45355,277501,2123
2250,17/05/2021,Assam,328629,44724,281726,2179
2251,18/05/2021,Assam,335023,46289,286463,2271
2252,19/05/2021,Assam,340858,47740,290774,2344
2253,20/05/2021,Assam,347001,49737,294831,2433
2254,21/05/2021,Assam,353574,53165,297902,2507
2255,22/05/2021,Assam,359640,54163,302889,2588
2256,23/05/2021,Assam,365620,55405,307548,2667
2257,24/05/2021,Assam,369183,53111,313333,2739
2258,25/05/2021,Assam,375404,53996,318585,2823
2259,26/05/2021,Assam,381171,54888,323368,2915
2260,27/05/2021,Assam,386870,54231,329634,3005
2261,28/05/2021,Assam,392574,55068,334418,3088
2262,30/05/2021,Assam,403623,56295,344083,3245
2263,31/05/2021,Assam,406868,53795,349773,3300
2264,01/06/2021,Assam,411216,53041,354810,3365
2265,02/06/2021,Assam,415898,52680,359802,3416
2266,03/06/2021,Assam,420076,52408,364191,3477
2267,04/06/2021,Assam,424385,51881,368981,3523
2268,05/06/2021,Assam,428933,52112,373244,3577
2269,06/06/2021,Assam,432714,52750,376343,3621
2270,07/06/2021,Assam,434942,50865,380419,3658
2271,08/06/2021,Assam,438746,50019,385032,3695
2272,09/06/2021,Assam,442694,50505,388451,3738
2273,10/06/2021,Assam,446445,49846,392806,3793
2274,11/06/2021,Assam,450201,48428,397929,3844
2275,12/06/2021,Assam,453867,46824,403170,3873
2276,13/06/2021,Assam,457330,44645,408770,3915
2277,14/06/2021,Assam,459497,41373,414173,3951
2278,15/06/2021,Assam,463175,40709,418472,3994
2279,16/06/2021,Assam,466590,41184,421378,4028
2280,17/06/2021,Assam,469976,39653,426259,4064
2281,18/06/2021,Assam,473453,38140,431208,4105
2282,19/06/2021,Assam,477159,36978,436043,4138
2283,20/06/2021,Assam,480730,35368,441184,4178
2284,21/06/2021,Assam,482505,33554,444743,4208
2285,22/06/2021,Assam,485310,32625,448442,4243
2286,23/06/2021,Assam,488179,32975,450924,4280
2287,25/06/2021,Assam,493688,31014,458330,4344
2288,26/06/2021,Assam,496481,29804,462307,4370
2289,27/06/2021,Assam,499121,28912,465806,4403
2290,28/06/2021,Assam,500644,27137,469067,4440
2291,29/06/2021,Assam,503333,26390,472461,4482
2292,30/06/2021,Assam,506005,27039,474457,4509
2293,01/07/2021,Assam,508484,26435,477510,4539
2294,02/07/2021,Assam,511153,25737,480839,4577
2295,03/07/2021,Assam,513606,25261,483741,4604
2296,04/07/2021,Assam,515981,25084,486265,4632
2297,05/07/2021,Assam,517194,23502,489040,4652
2298,22/03/2020,Bihar,2,1,0,1
2299,23/03/2020,Bihar,2,1,0,1
2300,24/03/2020,Bihar,2,1,0,1
2301,25/03/2020,Bihar,3,2,0,1
2302,26/03/2020,Bihar,3,2,0,1
2303,27/03/2020,Bihar,6,5,0,1
2304,28/03/2020,Bihar,9,8,0,1
2305,29/03/2020,Bihar,9,8,0,1
2306,30/03/2020,Bihar,11,10,0,1
2307,31/03/2020,Bihar,15,14,0,1
2308,01/04/2020,Bihar,23,22,0,1
2309,02/04/2020,Bihar,23,22,0,1
2310,03/04/2020,Bihar,24,23,0,1
2311,04/04/2020,Bihar,29,28,0,1
2312,05/04/2020,Bihar,30,29,0,1
2313,06/04/2020,Bihar,30,29,0,1
2314,07/04/2020,Bihar,32,31,0,1
2315,08/04/2020,Bihar,38,37,0,1
2316,09/04/2020,Bihar,38,37,0,1
2317,10/04/2020,Bihar,39,38,0,1
2318,11/04/2020,Bihar,60,59,0,1
2319,12/04/2020,Bihar,63,62,0,1
2320,13/04/2020,Bihar,64,44,19,1
2321,14/04/2020,Bihar,65,38,26,1
2322,15/04/2020,Bihar,66,36,29,1
2323,16/04/2020,Bihar,70,40,29,1
2324,17/04/2020,Bihar,80,42,37,1
2325,18/04/2020,Bihar,83,44,37,2
2326,19/04/2020,Bihar,86,47,37,2
2327,20/04/2020,Bihar,93,49,42,2
2328,21/04/2020,Bihar,113,69,42,2
2329,22/04/2020,Bihar,126,82,42,2
2330,23/04/2020,Bihar,143,95,46,2
2331,24/04/2020,Bihar,153,105,46,2
2332,25/04/2020,Bihar,223,175,46,2
2333,26/04/2020,Bihar,243,195,46,2
2334,27/04/2020,Bihar,274,216,56,2
2335,28/04/2020,Bihar,345,286,57,2
2336,29/04/2020,Bihar,366,300,64,2
2337,30/04/2020,Bihar,392,325,65,2
2338,01/05/2020,Bihar,418,334,82,2
2339,02/05/2020,Bihar,471,370,98,3
2340,03/05/2020,Bihar,481,370,107,4
2341,04/05/2020,Bihar,503,374,125,4
2342,05/05/2020,Bihar,528,394,130,4
2343,06/05/2020,Bihar,536,390,142,4
2344,07/05/2020,Bihar,542,350,188,4
2345,08/05/2020,Bihar,550,299,246,5
2346,09/05/2020,Bihar,571,269,297,5
2347,10/05/2020,Bihar,591,264,322,5
2348,11/05/2020,Bihar,696,325,365,6
2349,12/05/2020,Bihar,747,364,377,6
2350,13/05/2020,Bihar,831,442,383,6
2351,14/05/2020,Bihar,940,545,388,7
2352,15/05/2020,Bihar,994,576,411,7
2353,16/05/2020,Bihar,1018,573,438,7
2354,17/05/2020,Bihar,1179,719,453,7
2355,18/05/2020,Bihar,1262,779,475,8
2356,19/05/2020,Bihar,1391,888,494,9
2357,20/05/2020,Bihar,1498,955,534,9
2358,21/05/2020,Bihar,1674,1093,571,10
2359,22/05/2020,Bihar,1982,1378,593,11
2360,23/05/2020,Bihar,2177,1537,629,11
2361,24/05/2020,Bihar,2380,1716,653,11
2362,25/05/2020,Bihar,2587,1872,702,13
2363,26/05/2020,Bihar,2730,1968,749,13
2364,27/05/2020,Bihar,2983,2070,900,13
2365,28/05/2020,Bihar,3061,1963,1083,15
2366,29/05/2020,Bihar,3296,2070,1211,15
2367,30/05/2020,Bihar,3376,2150,1211,15
2368,31/05/2020,Bihar,3636,1998,1618,20
2369,01/06/2020,Bihar,3815,2084,1710,21
2370,02/06/2020,Bihar,3926,2002,1900,24
2371,03/06/2020,Bihar,4155,2185,1946,24
2372,04/06/2020,Bihar,4390,2288,2077,25
2373,05/06/2020,Bihar,4493,2254,2210,29
2374,06/06/2020,Bihar,4596,2342,2225,29
2375,07/06/2020,Bihar,4915,2460,2425,30
2376,08/06/2020,Bihar,5088,2578,2480,30
2377,09/06/2020,Bihar,5202,2672,2499,31
2378,10/06/2020,Bihar,5459,2563,2864,32
2379,11/06/2020,Bihar,5710,2606,3071,33
2380,12/06/2020,Bihar,5983,2681,3266,36
2381,13/06/2020,Bihar,6103,2480,3587,36
2382,14/06/2020,Bihar,6290,2295,3956,39
2383,15/06/2020,Bihar,6470,2261,4170,39
2384,16/06/2020,Bihar,6650,2201,4409,40
2385,17/06/2020,Bihar,6778,2093,4644,41
2386,18/06/2020,Bihar,6942,1972,4926,44
2387,19/06/2020,Bihar,7025,1925,5056,44
2388,20/06/2020,Bihar,7181,2033,5098,50
2389,21/06/2020,Bihar,7533,1952,5529,52
2390,22/06/2020,Bihar,7612,1979,5580,53
2391,23/06/2020,Bihar,7825,1989,5781,55
2392,24/06/2020,Bihar,8153,1993,6104,56
2393,25/06/2020,Bihar,8209,2039,6113,57
2394,26/06/2020,Bihar,8473,1975,6441,57
2395,27/06/2020,Bihar,8716,1896,6762,58
2396,28/06/2020,Bihar,8931,2029,6843,59
2397,29/06/2020,Bihar,9212,2034,7118,60
2398,30/06/2020,Bihar,9640,2188,7390,62
2399,01/07/2020,Bihar,10043,2289,7687,67
2400,02/07/2020,Bihar,10249,2233,7946,70
2401,03/07/2020,Bihar,10471,2374,8020,77
2402,04/07/2020,Bihar,10954,2660,8214,80
2403,05/07/2020,Bihar,11700,2925,8686,89
2404,06/07/2020,Bihar,11876,3016,8765,95
2405,07/07/2020,Bihar,12125,3031,8997,97
2406,08/07/2020,Bihar,12570,3182,9284,104
2407,09/07/2020,Bihar,13189,3528,9554,107
2408,10/07/2020,Bihar,13944,4013,9816,115
2409,11/07/2020,Bihar,14575,4347,10109,119
2410,12/07/2020,Bihar,15373,4557,10685,131
2411,13/07/2020,Bihar,16642,5001,11498,143
2412,14/07/2020,Bihar,17959,5482,12317,160
2413,15/07/2020,Bihar,19284,6261,12849,174
2414,16/07/2020,Bihar,20612,6970,13462,180
2415,17/07/2020,Bihar,21764,7549,14018,197
2416,18/07/2020,Bihar,23589,8767,14621,201
2417,19/07/2020,Bihar,25136,9392,15536,208
2418,20/07/2020,Bihar,26569,10044,16308,217
2419,21/07/2020,Bihar,27646,9996,17433,217
2420,22/07/2020,Bihar,28952,10220,18515,217
2421,23/07/2020,Bihar,30369,10506,19646,217
2422,24/07/2020,Bihar,31980,10994,20769,217
2423,25/07/2020,Bihar,33926,11363,22343,220
2424,26/07/2020,Bihar,36604,12317,24053,234
2425,27/07/2020,Bihar,39176,13117,25815,244
2426,28/07/2020,Bihar,41244,13461,27530,253
2427,29/07/2020,Bihar,43843,14718,28856,269
2428,30/07/2020,Bihar,46080,15482,30320,278
2429,31/07/2020,Bihar,48477,16845,31350,282
2430,01/08/2020,Bihar,51233,17579,33358,296
2431,02/08/2020,Bihar,54240,18937,34994,309
2432,03/08/2020,Bihar,57024,20306,36389,329
2433,04/08/2020,Bihar,59328,20770,38228,330
2434,05/08/2020,Bihar,61788,21093,40348,347
2435,06/08/2020,Bihar,64770,22001,42414,355
2436,07/08/2020,Bihar,67788,23888,43537,363
2437,08/08/2020,Bihar,71304,26453,44482,369
2438,09/08/2020,Bihar,75294,26669,48243,382
2439,10/08/2020,Bihar,79451,27906,51158,387
2440,11/08/2020,Bihar,82550,28065,54088,397
2441,12/08/2020,Bihar,86413,29291,56709,413
2442,13/08/2020,Bihar,90321,30119,59786,416
2443,14/08/2020,Bihar,94193,31483,62284,426
2444,15/08/2020,Bihar,98008,32636,64930,442
2445,16/08/2020,Bihar,101551,32591,68510,450
2446,17/08/2020,Bihar,103844,31059,72324,461
2447,18/08/2020,Bihar,106307,29387,76452,468
2448,19/08/2020,Bihar,109498,28692,80330,476
2449,20/08/2020,Bihar,112437,27546,84404,487
2450,21/08/2020,Bihar,114941,26789,87660,492
2451,22/08/2020,Bihar,117413,25363,91552,498
2452,23/08/2020,Bihar,119529,24168,94858,503
2453,24/08/2020,Bihar,121947,23111,98325,511
2454,25/08/2020,Bihar,123198,21392,101292,514
2455,26/08/2020,Bihar,124536,19716,104301,519
2456,27/08/2020,Bihar,126714,19823,106361,530
2457,28/08/2020,Bihar,128780,19067,109175,538
2458,29/08/2020,Bihar,131057,18047,112452,558
2459,30/08/2020,Bihar,133003,17670,114772,561
2460,31/08/2020,Bihar,135035,17333,117124,578
2461,01/09/2020,Bihar,136457,16335,119540,582
2462,02/09/2020,Bihar,138349,16168,121560,621
2463,03/09/2020,Bihar,141441,17001,123794,646
2464,04/09/2020,Bihar,142967,17319,124976,672
2465,05/09/2020,Bihar,144104,17032,126371,701
2466,06/09/2020,Bihar,145832,16594,128503,735
2467,07/09/2020,Bihar,147661,16426,130485,750
2468,08/09/2020,Bihar,149027,16121,132145,761
2469,09/09/2020,Bihar,150502,15346,134391,765
2470,10/09/2020,Bihar,152192,15626,135791,775
2471,11/09/2020,Bihar,153568,15239,137544,785
2472,12/09/2020,Bihar,155445,15190,139458,797
2473,13/09/2020,Bihar,156703,14396,141499,808
2474,14/09/2020,Bihar,158285,14113,143350,822
2475,15/09/2020,Bihar,160366,13975,145560,831
2476,16/09/2020,Bihar,160871,13055,146980,836
2477,17/09/2020,Bihar,162463,12959,148656,848
2478,18/09/2020,Bihar,164051,13156,150040,855
2479,19/09/2020,Bihar,165218,12609,151750,859
2480,20/09/2020,Bihar,166788,12629,153298,861
2481,21/09/2020,Bihar,169024,13005,155155,864
2482,22/09/2020,Bihar,169651,12539,156242,870
2483,23/09/2020,Bihar,171255,12928,157454,873
2484,24/09/2020,Bihar,172854,12958,159022,874
2485,25/09/2020,Bihar,174071,13015,160178,878
2486,26/09/2020,Bihar,175525,12773,161874,878
2487,27/09/2020,Bihar,177072,12754,163432,886
2488,28/09/2020,Bihar,178702,12827,164987,888
2489,29/09/2020,Bihar,179832,12664,166276,892
2490,30/09/2020,Bihar,181285,12366,168025,894
2491,01/10/2020,Bihar,182728,12092,169732,904
2492,02/10/2020,Bihar,184038,12086,171048,904
2493,03/10/2020,Bihar,185436,12077,172449,910
2494,04/10/2020,Bihar,186441,11597,173932,912
2495,05/10/2020,Bihar,188168,11795,175458,915
2496,06/10/2020,Bihar,189442,11523,176995,924
2497,07/10/2020,Bihar,190740,11420,178395,925
2498,08/10/2020,Bihar,191985,11326,179732,927
2499,09/10/2020,Bihar,193072,11447,180696,929
2500,10/10/2020,Bihar,194329,11274,182121,934
2501,11/10/2020,Bihar,195499,11165,183390,944
2502,12/10/2020,Bihar,196531,11044,184541,946
2503,13/10/2020,Bihar,197535,10669,185911,955
2504,14/10/2020,Bihar,198855,10835,187059,961
2505,15/10/2020,Bihar,200103,10756,188380,967
2506,16/10/2020,Bihar,201196,11038,189186,972
2507,17/10/2020,Bihar,202290,10884,190425,981
2508,18/10/2020,Bihar,203457,10848,191619,990
2509,19/10/2020,Bihar,204363,10584,192783,996
2510,20/10/2020,Bihar,205945,10937,194005,1003
2511,21/10/2020,Bihar,207405,11348,195046,1011
2512,22/10/2020,Bihar,208377,11118,196240,1019
2513,23/10/2020,Bihar,209447,11213,197208,1026
2514,24/10/2020,Bihar,210196,10630,198532,1034
2515,25/10/2020,Bihar,211258,10459,199757,1042
2516,26/10/2020,Bihar,211689,9722,200918,1049
2517,27/10/2020,Bihar,212355,9355,201942,1058
2518,28/10/2020,Bihar,213085,8846,203174,1065
2519,29/10/2020,Bihar,213576,8329,204178,1069
2520,30/10/2020,Bihar,214242,8058,205108,1076
2521,31/10/2020,Bihar,215327,7897,206346,1084
2522,01/11/2020,Bihar,216086,7516,207480,1090
2523,02/11/2020,Bihar,216707,6966,208644,1097
2524,03/11/2020,Bihar,217277,6594,209582,1101
2525,04/11/2020,Bihar,218203,6423,210672,1108
2526,05/11/2020,Bihar,218605,6094,211398,1113
2527,06/11/2020,Bihar,219349,6356,211872,1121
2528,07/11/2020,Bihar,220099,6518,212452,1129
2529,08/11/2020,Bihar,220936,6287,213513,1136
2530,09/11/2020,Bihar,221624,6273,214207,1144
2531,10/11/2020,Bihar,222917,6503,215263,1151
2532,11/11/2020,Bihar,223346,6093,216097,1156
2533,12/11/2020,Bihar,223917,5815,216940,1162
2534,13/11/2020,Bihar,224524,5763,217594,1167
2535,14/11/2020,Bihar,225124,5637,218313,1174
2536,15/11/2020,Bihar,225595,5727,218689,1179
2537,16/11/2020,Bihar,225901,5454,219263,1184
2538,17/11/2020,Bihar,226417,5221,220007,1189
2539,18/11/2020,Bihar,227018,5156,220668,1194
2540,19/11/2020,Bihar,227822,5349,221272,1201
2541,20/11/2020,Bihar,228511,5378,221924,1209
2542,21/11/2020,Bihar,228886,5254,222420,1212
2543,22/11/2020,Bihar,229177,5082,222879,1216
2544,23/11/2020,Bihar,229544,4839,223484,1221
2545,24/11/2020,Bihar,230094,4794,224073,1227
2546,25/11/2020,Bihar,230845,4897,224715,1233
2547,26/11/2020,Bihar,231539,5225,225077,1237
2548,27/11/2020,Bihar,232235,5390,225602,1243
2549,28/11/2020,Bihar,232916,5401,226267,1248
2550,29/11/2020,Bihar,233572,5380,226939,1253
2551,30/11/2020,Bihar,234119,5404,227456,1259
2552,01/12/2020,Bihar,234610,5359,227987,1264
2553,02/12/2020,Bihar,235152,5568,228316,1268
2554,03/12/2020,Bihar,235839,5768,228797,1274
2555,04/12/2020,Bihar,236420,5890,229249,1281
2556,05/12/2020,Bihar,237006,5836,229883,1287
2557,06/12/2020,Bihar,237552,5630,230630,1292
2558,07/12/2020,Bihar,238106,5563,231248,1295
2559,08/12/2020,Bihar,238648,5467,231884,1297
2560,09/12/2020,Bihar,239322,5459,232563,1300
2561,10/12/2020,Bihar,239955,5354,233298,1303
2562,11/12/2020,Bihar,240572,5499,233766,1307
2563,12/12/2020,Bihar,241222,5527,234383,1312
2564,13/12/2020,Bihar,241776,5501,234958,1317
2565,14/12/2020,Bihar,242224,5375,235528,1321
2566,15/12/2020,Bihar,242660,5088,236247,1325
2567,17/12/2020,Bihar,243830,5231,237267,1332
2568,18/12/2020,Bihar,244386,5279,237770,1337
2569,19/12/2020,Bihar,245027,5370,238316,1341
2570,20/12/2020,Bihar,245661,5205,239109,1347
2571,21/12/2020,Bihar,246185,5140,239693,1352
2572,22/12/2020,Bihar,246568,4991,240219,1358
2573,23/12/2020,Bihar,247108,5030,240716,1362
2574,24/12/2020,Bihar,247807,5408,241031,1368
2575,25/12/2020,Bihar,248351,5434,241546,1371
2576,26/12/2020,Bihar,248945,5504,242068,1373
2577,27/12/2020,Bihar,249403,5257,242767,1379
2578,28/12/2020,Bihar,249912,5068,243461,1383
2579,29/12/2020,Bihar,250390,4928,244076,1386
2580,30/12/2020,Bihar,250928,4940,244599,1389
2581,31/12/2020,Bihar,251348,4799,245156,1393
2582,03/01/2021,Bihar,252584,4792,246389,1403
2583,04/01/2021,Bihar,252857,4473,246979,1405
2584,05/01/2021,Bihar,253272,4380,247484,1408
2585,06/01/2021,Bihar,253695,4351,247929,1415
2586,07/01/2021,Bihar,254014,4184,248410,1420
2587,08/01/2021,Bihar,254447,4261,248762,1424
2588,09/01/2021,Bihar,254701,4075,249198,1428
2589,10/01/2021,Bihar,255386,4247,249709,1430
2590,11/01/2021,Bihar,255700,4178,250088,1434
2591,12/01/2021,Bihar,255932,4054,250439,1439
2592,13/01/2021,Bihar,256309,4234,250632,1443
2593,14/01/2021,Bihar,256587,4115,251027,1445
2594,15/01/2021,Bihar,256895,4170,251278,1447
2595,16/01/2021,Bihar,257193,4112,251632,1449
2596,17/01/2021,Bihar,257474,4046,251975,1453
2597,18/01/2021,Bihar,257610,3822,252331,1457
2598,19/01/2021,Bihar,257775,3308,253007,1460
2599,20/01/2021,Bihar,257991,3241,253289,1461
